FID,meetwaarde_identificatie,monprog_naam,meetpunt_identificatie,geometriepunt_x,geometriepunt_y,monster_identificatie,compartiment_code,bemonsteringsmethode_code,veldapparaat_code,monsternemingsdatum,monsternemingstijd,monster_tijdutcoffset,referentiehorizontaal_code,grootheid_code,parameter_groep,parameter_omschrijving,eenheid_code,hoedanigheid_code,waardebewerkingsmethode_code,waardebepalingsmethode_code,begindatum,begintijd,meetwaarde_tijdutcoffset,resultaatdatum,resultaatutcoffset,limietsymbool,numeriekewaarde,alfanumeriekewaarde,kwaliteitsoordeel_code,the_geom
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_6192,RWS2004_OESTGDN03_3672,RWS-boxcore historie,DOGGBANK,2.931913,54.549271,RWS2004_OESTGDN03,BS,"Essink, 1991",Box-corer,31-03-04,06:50:00,2,EPSG4258,MASSPOPVTE,Biotaxon,Lanice conchilega,g/m2,adg,,"Essink, 1991",31-03-04,06:50:00,2,31-03-04,2,,0.022,,0,POINT (2.9319129999999993 54.54927103628134)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_61b9,RWS2004_OESTGDN04_3711,RWS-boxcore historie,OESTERGR_OV,4.378592,55.30598,RWS2004_OESTGDN04,BS,"Essink, 1991",Box-corer,24-03-04,13:15:00,1,EPSG4258,MASSPOPVTE,Biotaxon,Lanice conchilega,g/m2,adg,,"Essink, 1991",24-03-04,13:15:00,1,24-03-04,1,,2.87354,,0,POINT (4.378592 55.30598003527838)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_63a8,RWS2004_OESTGDN19_4201,RWS-boxcore historie,OESTERGR_OV,2.998583,54.49927,RWS2004_OESTGDN19,BS,"Essink, 1991",Box-corer,31-03-04,07:35:00,2,EPSG4258,MASSPOPVTE,Biotaxon,Lanice conchilega,g/m2,adg,,"Essink, 1991",31-03-04,07:35:00,2,31-03-04,2,,4.16815,,0,POINT (2.998583 54.49927003634567)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_6477,RWS2006_BREEVTN09_3050,RWS-boxcore historie,OFFSHORE_OV,3.390306,53.064505,RWS2006_BREEVTN09,BS,"Essink, 1991",Box-corer,14-03-06,,NaN,EPSG4258,MASSPOPVTE,Biotaxon,Lanice conchilega,g/m2,adg,,"Essink, 1991",14-03-06,,NaN,14-03-06,NaN,,0.61813,,0,POINT (3.3903059999999994 53.064505038079)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_649a,RWS2004_ROTTMPT70_4439,RWS-boxcore historie,OESTERGR_OV,6.212845,54.117348,RWS2004_ROTTMPT70,BS,"Essink, 1991",Box-corer,25-03-04,11:45:00,1,EPSG4258,MASSPOPVTE,Biotaxon,Lanice conchilega,g/m2,adg,,"Essink, 1991",25-03-04,11:45:00,1,25-03-04,1,,5.49492,,0,POINT (6.2128450000000015 54.1173480368285)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_64ff,RWS2004_TERSLG30_4538,RWS-boxcore historie,OFFSHORE_OV,4.939617,53.612726,RWS2004_TERSLG30,BS,"Essink, 1991",Box-corer,01-04-04,12:55:00,2,EPSG4258,MASSPOPVTE,Biotaxon,Lanice conchilega,g/m2,adg,,"Essink, 1991",01-04-04,12:55:00,2,01-04-04,2,,2.32862,,0,POINT (4.939617 53.61272603744301)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_6554,RWS2004_VOORDTA4_4622,RWS-boxcore historie,VOORDELTA,3.81202,51.789747,RWS2004_VOORDTA4,BS,"Essink, 1991",Box-corer,05-03-04,12:40:00,1,EPSG4258,MASSPOPVTE,Biotaxon,Lanice conchilega,g/m2,adg,,"Essink, 1991",05-03-04,12:40:00,1,05-03-04,1,,8.14846,,0,POINT (3.812020000000001 51.789747039422096)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_6567,RWS2004_VOORDTA5_4641,RWS-boxcore historie,VOORDELTA,3.917852,51.921419,RWS2004_VOORDTA5,BS,"Essink, 1991",Box-corer,17-03-04,18:40:00,1,EPSG4258,MASSPOPVTE,Biotaxon,Lanice conchilega,g/m2,adg,,"Essink, 1991",17-03-04,18:40:00,1,17-03-04,1,,0.18108,,0,POINT (3.917852000000001 51.92141903929253)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_65a8,RWS2004_WADDKT05_4706,RWS-boxcore historie,NZKUSTZONE,4.68756,53.05563,RWS2004_WADDKT05,BS,"Essink, 1991",Box-corer,06-04-04,16:30:00,2,EPSG4258,MASSPOPVTE,Biotaxon,Lanice conchilega,g/m2,adg,,"Essink, 1991",06-04-04,16:30:00,2,06-04-04,2,,2.36585,,0,POINT (4.6875599999999995 53.05563003808901)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_65c9,RWS2004_WADDKT07_4739,RWS-boxcore historie,KUSTZONE_OV,6.105635,53.623997,RWS2004_WADDKT07,BS,"Essink, 1991",Box-corer,06-04-04,08:40:00,2,EPSG4258,MASSPOPVTE,Biotaxon,Lanice conchilega,g/m2,adg,,"Essink, 1991",06-04-04,08:40:00,2,06-04-04,2,,6.48831,,0,POINT (6.105635 53.62399703742959)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_6606,RWS2005_BREEVTN02_2366,RWS-boxcore historie,OESTERGR_OV,3.304456,53.524241,RWS2005_BREEVTN02,BS,"Essink, 1991",Box-corer,23-03-05,09:20:00,1,EPSG4258,MASSPOPVTE,Biotaxon,Lanice conchilega,g/m2,adg,,"Essink, 1991",23-03-05,09:20:00,1,23-03-05,1,,0.02708,,0,POINT (3.3044559999999996 53.52424103754793)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_667c,RWS2005_BREEVTN08_2483,RWS-boxcore historie,OFFSHORE_OV,3.520302,53.282569,RWS2005_BREEVTN08,BS,"Essink, 1991",Box-corer,22-03-05,20:35:00,1,EPSG4258,MASSPOPVTE,Biotaxon,Lanice conchilega,g/m2,adg,,"Essink, 1991",22-03-05,20:35:00,1,22-03-05,1,,0.01185,,0,POINT (3.5203019999999996 53.28256903783005)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_6774,RWS2005_BREEVTN34_2725,RWS-boxcore historie,OESTERGR_OV,3.494739,53.499243,RWS2005_BREEVTN34,BS,"Essink, 1991",Box-corer,23-03-05,10:15:00,1,EPSG4258,MASSPOPVTE,Biotaxon,Lanice conchilega,g/m2,adg,,"Essink, 1991",23-03-05,10:15:00,1,23-03-05,1,,0.022,,0,POINT (3.4947389999999996 53.49924303757741)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_6792,RWS2005_DOGGBK02_2755,RWS-boxcore historie,DOGGBANK,3.640244,55.165967,RWS2005_DOGGBK02,BS,"Essink, 1991",Box-corer,30-03-05,15:20:00,2,EPSG4258,MASSPOPVTE,Biotaxon,Lanice conchilega,g/m2,adg,,"Essink, 1991",30-03-05,15:20:00,2,30-03-05,2,,2.31,,0,POINT (3.6402440000000005 55.16596703546806)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_67d9,RWS2005_DOGGBK04_2827,RWS-boxcore historie,DOGGBANK,3.231909,54.910953,RWS2005_DOGGBK04,BS,"Essink, 1991",Box-corer,04-05-05,16:30:00,2,EPSG4258,MASSPOPVTE,Biotaxon,Lanice conchilega,g/m2,adg,,"Essink, 1991",04-05-05,16:30:00,2,04-05-05,2,,1.25231,,0,POINT (3.231909 54.91095303580882)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_69b8,RWS2005_FRIESFT13_3302,RWS-boxcore historie,OFFSHORE_OV,5.982014,53.857615,RWS2005_FRIESFT13,BS,"Essink, 1991",Box-corer,24-03-05,07:45:00,1,EPSG4258,MASSPOPVTE,Biotaxon,Lanice conchilega,g/m2,adg,,"Essink, 1991",24-03-05,07:45:00,1,24-03-05,1,,0.69892,,0,POINT (5.9820139999999995 53.85761503714819)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_69e5,RWS2005_FRIESFT15_3347,RWS-boxcore historie,FRIESEFR,4.373651,53.482585,RWS2005_FRIESFT15,BS,"Essink, 1991",Box-corer,16-03-05,16:30:00,1,EPSG4258,MASSPOPVTE,Biotaxon,Lanice conchilega,g/m2,adg,,"Essink, 1991",16-03-05,16:30:00,1,16-03-05,1,,6.19385,,0,POINT (4.373651000000001 53.48258503759703)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_6a3a,RWS2005_HOLLSKT02_3431,RWS-boxcore historie,NZKUSTZONE,4.665344,52.832567,RWS2005_HOLLSKT02,BS,"Essink, 1991",Box-corer,18-03-05,09:45:00,1,EPSG4258,MASSPOPVTE,Biotaxon,Lanice conchilega,g/m2,adg,,"Essink, 1991",18-03-05,09:45:00,1,18-03-05,1,,0.28769,,0,POINT (4.665343999999999 52.83256703833777)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_6a4f,RWS2005_HOLLSKT03_3450,RWS-boxcore historie,KUSTZONE_OV,4.529238,52.546445,RWS2005_HOLLSKT03,BS,"Essink, 1991",Box-corer,18-03-05,12:10:00,1,EPSG4258,MASSPOPVTE,Biotaxon,Lanice conchilega,g/m2,adg,,"Essink, 1991",18-03-05,12:10:00,1,18-03-05,1,,1.44523,,0,POINT (4.529238 52.54644503864835)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_6a79,RWS2005_NOORDWK10_3491,RWS-boxcore historie,KUSTZONE_OV,4.301184,52.301435,RWS2005_NOORDWK10,BS,"Essink, 1991",Box-corer,14-03-05,15:05:00,1,EPSG4258,MASSPOPVTE,Biotaxon,Lanice conchilega,g/m2,adg,,"Essink, 1991",14-03-05,15:05:00,1,14-03-05,1,,0.91723,,0,POINT (4.301184 52.30143503890655)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_6af1,RWS2005_OESTGDN03_3610,RWS-boxcore historie,DOGGBANK,2.931913,54.549271,RWS2005_OESTGDN03,BS,"Essink, 1991",Box-corer,06-04-05,06:50:00,2,EPSG4258,MASSPOPVTE,Biotaxon,Lanice conchilega,g/m2,adg,,"Essink, 1991",06-04-05,06:50:00,2,06-04-05,2,,1.97323,,0,POINT (2.9319129999999993 54.54927103628134)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_6b1e,RWS2005_OESTGDN04_3655,RWS-boxcore historie,OESTERGR_OV,4.378592,55.30598,RWS2005_OESTGDN04,BS,"Essink, 1991",Box-corer,30-03-05,09:55:00,2,EPSG4258,MASSPOPVTE,Biotaxon,Lanice conchilega,g/m2,adg,,"Essink, 1991",30-03-05,09:55:00,2,30-03-05,2,,1.1,,0,POINT (4.378592 55.30598003527838)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_6c50,RWS2005_OESTGDN14_3956,RWS-boxcore historie,KLAVERBANK_OV,2.86276,54.082588,RWS2005_OESTGDN14,BS,"Essink, 1991",Box-corer,07-04-05,14:45:00,2,EPSG4258,MASSPOPVTE,Biotaxon,Lanice conchilega,g/m2,adg,,"Essink, 1991",07-04-05,14:45:00,2,07-04-05,2,,0.00508,,0,POINT (2.8627600000000006 54.0825880368717)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_6ced,RWS2005_OESTGDN19_4113,RWS-boxcore historie,OESTERGR_OV,2.998583,54.49927,RWS2005_OESTGDN19,BS,"Essink, 1991",Box-corer,06-04-05,07:35:00,2,EPSG4258,MASSPOPVTE,Biotaxon,Lanice conchilega,g/m2,adg,,"Essink, 1991",06-04-05,07:35:00,2,06-04-05,2,,1.29969,,0,POINT (2.998583 54.49927003634567)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_6d36,RWS2005_OESTGDN21_4186,RWS-boxcore historie,OESTERGR_OV,4.998618,54.99931,RWS2005_OESTGDN21,BS,"Essink, 1991",Box-corer,30-03-05,07:00:00,2,EPSG4258,MASSPOPVTE,Biotaxon,Lanice conchilega,g/m2,adg,,"Essink, 1991",30-03-05,07:00:00,2,30-03-05,2,,2.53,,0,POINT (4.998618 54.999310035691444)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_6e4b,RWS2005_TERSLG4_4460,RWS-boxcore historie,NZKUSTZONE,5.149228,53.414536,RWS2005_TERSLG4,BS,"Essink, 1991",Box-corer,17-03-05,10:15:00,1,EPSG4258,MASSPOPVTE,Biotaxon,Lanice conchilega,g/m2,adg,,"Essink, 1991",17-03-05,10:15:00,1,17-03-05,1,,0.08292,,0,POINT (5.149227999999999 53.41453603767681)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_6e8f,RWS2005_VOORDTA4_4527,RWS-boxcore historie,VOORDELTA,3.81202,51.789747,RWS2005_VOORDTA4,BS,"Essink, 1991",Box-corer,21-03-05,12:55:00,1,EPSG4258,MASSPOPVTE,Biotaxon,Lanice conchilega,g/m2,adg,,"Essink, 1991",21-03-05,12:55:00,1,21-03-05,1,,0.30631,,0,POINT (3.812020000000001 51.789747039422096)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_6ec0,RWS2005_WADDKT02_4576,RWS-boxcore historie,KUSTZONE_OV,5.825629,53.610383,RWS2005_WADDKT02,BS,"Essink, 1991",Box-corer,17-03-05,14:30:00,1,EPSG4258,MASSPOPVTE,Biotaxon,Lanice conchilega,g/m2,adg,,"Essink, 1991",17-03-05,14:30:00,1,17-03-05,1,,2.80415,,0,POINT (5.825629000000001 53.610383037445786)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_6f55,RWS2006_BREEVTN20_2230,RWS-boxcore historie,OFFSHORE_OV,4.162567,52.384769,RWS2006_BREEVTN20,BS,"Essink, 1991",Box-corer,06-03-06,,NaN,EPSG4258,MASSPOPVTE,Biotaxon,Lanice conchilega,g/m2,adg,,"Essink, 1991",06-03-06,,NaN,06-03-06,NaN,,33.15678,,0,POINT (4.162567000000001 52.384769038819556)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_6fb3,RWS2006_BREEVTN34_3092,RWS-boxcore historie,OESTERGR_OV,3.494739,53.499243,RWS2006_BREEVTN34,BS,"Essink, 1991",Box-corer,14-03-06,,NaN,EPSG4258,MASSPOPVTE,Biotaxon,Lanice conchilega,g/m2,adg,,"Essink, 1991",14-03-06,,NaN,14-03-06,NaN,,1.88506,,0,POINT (3.4947389999999996 53.49924303757741)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_6fd2,RWS2006_DOGGBK02_4223,RWS-boxcore historie,DOGGBANK,3.640244,55.165967,RWS2006_DOGGBK02,BS,"Essink, 1991",Box-corer,06-04-06,,NaN,EPSG4258,MASSPOPVTE,Biotaxon,Lanice conchilega,g/m2,adg,,"Essink, 1991",06-04-06,,NaN,06-04-06,NaN,,1.85928,,0,POINT (3.6402440000000005 55.16596703546806)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_6ff1,RWS2006_DOGGBK03_4188,RWS-boxcore historie,DOGGBANK,3.49857,55.249301,RWS2006_DOGGBK03,BS,"Essink, 1991",Box-corer,06-04-06,,NaN,EPSG4258,MASSPOPVTE,Biotaxon,Lanice conchilega,g/m2,adg,,"Essink, 1991",06-04-06,,NaN,06-04-06,NaN,,0.00065,,0,POINT (3.4985699999999995 55.249301035355394)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_7014,RWS2006_DOGGBK04_4048,RWS-boxcore historie,DOGGBANK,3.231909,54.910953,RWS2006_DOGGBK04,BS,"Essink, 1991",Box-corer,05-04-06,,NaN,EPSG4258,MASSPOPVTE,Biotaxon,Lanice conchilega,g/m2,adg,,"Essink, 1991",05-04-06,,NaN,05-04-06,NaN,,1.22187,,0,POINT (3.231909 54.91095303580882)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_7095,RWS2006_EGMAZE1_3848,RWS-boxcore historie,KUSTZONE_OV,4.607016,52.62006,RWS2006_EGMAZE1,BS,"Essink, 1991",Box-corer,30-03-06,,NaN,EPSG4258,MASSPOPVTE,Biotaxon,Lanice conchilega,g/m2,adg,,"Essink, 1991",30-03-06,,NaN,30-03-06,NaN,,1.09621,,0,POINT (4.607015999999999 52.62006003856939)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_71e5,RWS2006_FRIESFT15_3582,RWS-boxcore historie,FRIESEFR,4.373651,53.482585,RWS2006_FRIESFT15,BS,"Essink, 1991",Box-corer,16-03-06,,NaN,EPSG4258,MASSPOPVTE,Biotaxon,Lanice conchilega,g/m2,adg,,"Essink, 1991",16-03-06,,NaN,16-03-06,NaN,,3.11138,,0,POINT (4.373651000000001 53.48258503759703)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_725b,RWS2006_HOLLSKT04_3825,RWS-boxcore historie,KUSTZONE_OV,4.498676,52.749229,RWS2006_HOLLSKT04,BS,"Essink, 1991",Box-corer,30-03-06,,NaN,EPSG4258,MASSPOPVTE,Biotaxon,Lanice conchilega,g/m2,adg,,"Essink, 1991",30-03-06,,NaN,30-03-06,NaN,,0.61292,,0,POINT (4.498676000000001 52.74922903842924)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_7270,RWS2006_NOORDWK10_2911,RWS-boxcore historie,KUSTZONE_OV,4.298962,52.293935,RWS2006_NOORDWK10,BS,"Essink, 1991",Box-corer,13-03-06,,NaN,EPSG4258,MASSPOPVTE,Biotaxon,Lanice conchilega,g/m2,adg,,"Essink, 1991",13-03-06,,NaN,13-03-06,NaN,,0.48051,,0,POINT (4.298962 52.29393503891435)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_7291,RWS2006_NOORDWK30_2929,RWS-boxcore historie,OFFSHORE_OV,4.046731,52.386713,RWS2006_NOORDWK30,BS,"Essink, 1991",Box-corer,13-03-06,,NaN,EPSG4258,MASSPOPVTE,Biotaxon,Lanice conchilega,g/m2,adg,,"Essink, 1991",13-03-06,,NaN,13-03-06,NaN,,0.49046,,0,POINT (4.046730999999999 52.386713038817504)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_72a1,RWS2006_NOORDWK50_2945,RWS-boxcore historie,OFFSHORE_OV,3.783944,52.474213,RWS2006_NOORDWK50,BS,"Essink, 1991",Box-corer,13-03-06,,NaN,EPSG4258,MASSPOPVTE,Biotaxon,Lanice conchilega,g/m2,adg,,"Essink, 1991",13-03-06,,NaN,13-03-06,NaN,,11.52556,,0,POINT (3.783944000000001 52.47421303872523)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_730a,RWS2006_OESTGDN04_2712,RWS-boxcore historie,OESTERGR_OV,4.378592,55.30598,RWS2006_OESTGDN04,BS,"Essink, 1991",Box-corer,09-03-06,,NaN,EPSG4258,MASSPOPVTE,Biotaxon,Lanice conchilega,g/m2,adg,,"Essink, 1991",09-03-06,,NaN,09-03-06,NaN,,2.89908,,0,POINT (4.378592 55.30598003527838)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_734b,RWS2006_OESTGDN06_3921,RWS-boxcore historie,OESTERGR_OV,3.70693,54.649283,RWS2006_OESTGDN06,BS,"Essink, 1991",Box-corer,05-04-06,,NaN,EPSG4258,MASSPOPVTE,Biotaxon,Lanice conchilega,g/m2,adg,,"Essink, 1991",05-04-06,,NaN,05-04-06,NaN,,0.04267,,0,POINT (3.7069300000000003 54.64928303615197)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_75e2,RWS2006_TERSLG30_2262,RWS-boxcore historie,OFFSHORE_OV,4.936717,53.614818,RWS2006_TERSLG30,BS,"Essink, 1991",Box-corer,07-03-06,,NaN,EPSG4258,MASSPOPVTE,Biotaxon,Lanice conchilega,g/m2,adg,,"Essink, 1991",07-03-06,,NaN,07-03-06,NaN,,5.71853,,0,POINT (4.936717000000001 53.61481803744053)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_75f8,RWS2006_TERSLG4_2244,RWS-boxcore historie,NZKUSTZONE,5.149228,53.414258,RWS2006_TERSLG4,BS,"Essink, 1991",Box-corer,07-03-06,,NaN,EPSG4258,MASSPOPVTE,Biotaxon,Lanice conchilega,g/m2,adg,,"Essink, 1991",07-03-06,,NaN,07-03-06,NaN,,11.33826,,0,POINT (5.149228000000001 53.414258037677136)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_760f,RWS2006_TERSLG50_2368,RWS-boxcore historie,FRIESEFR,4.766152,53.767043,RWS2006_TERSLG50,BS,"Essink, 1991",Box-corer,07-03-06,,NaN,EPSG4258,MASSPOPVTE,Biotaxon,Lanice conchilega,g/m2,adg,,"Essink, 1991",07-03-06,,NaN,07-03-06,NaN,,0.06687,,0,POINT (4.766151999999999 53.767043037257984)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_7642,RWS2006_VOORDTA5_3674,RWS-boxcore historie,VOORDELTA,3.917852,51.921419,RWS2006_VOORDTA5,BS,"Essink, 1991",Box-corer,28-03-06,,NaN,EPSG4258,MASSPOPVTE,Biotaxon,Lanice conchilega,g/m2,adg,,"Essink, 1991",28-03-06,,NaN,28-03-06,NaN,,12.50359,,0,POINT (3.917852000000001 51.92141903929253)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_7659,RWS2006_WADDKT02_2482,RWS-boxcore historie,KUSTZONE_OV,5.825629,53.610383,RWS2006_WADDKT02,BS,"Essink, 1991",Box-corer,08-03-06,,NaN,EPSG4258,MASSPOPVTE,Biotaxon,Lanice conchilega,g/m2,adg,,"Essink, 1991",08-03-06,,NaN,08-03-06,NaN,,1.39056,,0,POINT (5.825629000000001 53.610383037445786)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_766c,RWS2006_WADDKT03_2502,RWS-boxcore historie,NZKUSTZONE,5.996746,53.542049,RWS2006_WADDKT03,BS,"Essink, 1991",Box-corer,08-03-06,,NaN,EPSG4258,MASSPOPVTE,Biotaxon,Lanice conchilega,g/m2,adg,,"Essink, 1991",08-03-06,,NaN,08-03-06,NaN,,7.4761,,0,POINT (5.996746 53.54204903752688)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_767e,RWS2006_WADDKT04_2464,RWS-boxcore historie,NZKUSTZONE,5.628682,53.504544,RWS2006_WADDKT04,BS,"Essink, 1991",Box-corer,08-03-06,,NaN,EPSG4258,MASSPOPVTE,Biotaxon,Lanice conchilega,g/m2,adg,,"Essink, 1991",08-03-06,,NaN,08-03-06,NaN,,0.35479,,0,POINT (5.628682 53.50454403757117)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_769a,RWS2006_WADDKT06_2521,RWS-boxcore historie,NZKUSTZONE,6.184807,53.537606,RWS2006_WADDKT06,BS,"Essink, 1991",Box-corer,08-03-06,,NaN,EPSG4258,MASSPOPVTE,Biotaxon,Lanice conchilega,g/m2,adg,,"Essink, 1991",08-03-06,,NaN,08-03-06,NaN,,2.6679,,0,POINT (6.184807 53.53760603753212)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_76ac,RWS2006_WADDKT07_2551,RWS-boxcore historie,KUSTZONE_OV,6.105635,53.623997,RWS2006_WADDKT07,BS,"Essink, 1991",Box-corer,08-03-06,,NaN,EPSG4258,MASSPOPVTE,Biotaxon,Lanice conchilega,g/m2,adg,,"Essink, 1991",08-03-06,,NaN,08-03-06,NaN,,5.16615,,0,POINT (6.105635 53.62399703742959)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_76e8,RWS2007_BREEVTN03_3899,RWS-boxcore historie,OFFSHORE_OV,4.440884,53.187021,RWS2007_BREEVTN03,BS,"Essink, 1991",Box-corer,29-03-07,,NaN,EPSG4258,MASSPOPVTE,Biotaxon,Lanice conchilega,g/m2,adg,,"Essink, 1991",29-03-07,,NaN,29-03-07,NaN,,0.92369,,0,POINT (4.440884 53.18702103793979)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_779d,RWS2007_BREEVTN20_2697,RWS-boxcore historie,OFFSHORE_OV,4.162567,52.384769,RWS2007_BREEVTN20,BS,"Essink, 1991",Box-corer,09-03-07,,NaN,EPSG4258,MASSPOPVTE,Biotaxon,Lanice conchilega,g/m2,adg,,"Essink, 1991",09-03-07,,NaN,09-03-07,NaN,,0.54922,,0,POINT (4.162567000000001 52.384769038819556)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_77f1,RWS2007_DOGGBK02_2293,RWS-boxcore historie,DOGGBANK,3.640244,55.165967,RWS2007_DOGGBK02,BS,"Essink, 1991",Box-corer,07-03-07,,NaN,EPSG4258,MASSPOPVTE,Biotaxon,Lanice conchilega,g/m2,adg,,"Essink, 1991",07-03-07,,NaN,07-03-07,NaN,,2.19688,,0,POINT (3.6402440000000005 55.16596703546806)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_79a1,RWS1994_ROTTMPT70_04_1885,RWS-boxcore historie,OESTERGR_OV,6.212845,54.117348,RWS1994_ROTTMPT70_04,BS,"Essink, 1991",Box-corer,14-06-94,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice,n/m2,NVT,,"Essink, 1991",14-06-94,,NaN,14-06-94,NaN,,351.1,,0,POINT (6.2128450000000015 54.1173480368285)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_7ab0,RWS2007_FRIESFT12_3714,RWS-boxcore historie,OESTERGR_OV,3.87196,53.85787,RWS2007_FRIESFT12,BS,"Essink, 1991",Box-corer,29-03-07,,NaN,EPSG4258,MASSPOPVTE,Biotaxon,Lanice conchilega,g/m2,adg,,"Essink, 1991",29-03-07,,NaN,29-03-07,NaN,,0.00476,,0,POINT (3.8719599999999996 53.85787003714788)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_7b4f,RWS2007_HOLLSKT03_2731,RWS-boxcore historie,KUSTZONE_OV,4.529238,52.546445,RWS2007_HOLLSKT03,BS,"Essink, 1991",Box-corer,13-03-07,,NaN,EPSG4258,MASSPOPVTE,Biotaxon,Lanice conchilega,g/m2,adg,,"Essink, 1991",13-03-07,,NaN,13-03-07,NaN,,0.09378,,0,POINT (4.529238 52.54644503864835)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d67d3e_7b95,RWS2007_NOORDWK50_2668,RWS-boxcore historie,OFFSHORE_OV,3.783944,52.474213,RWS2007_NOORDWK50,BS,"Essink, 1991",Box-corer,09-03-07,,NaN,EPSG4258,MASSPOPVTE,Biotaxon,Lanice conchilega,g/m2,adg,,"Essink, 1991",09-03-07,,NaN,09-03-07,NaN,,4.20262,,0,POINT (3.783944000000001 52.47421303872523)
